id,picking_slip_id,printed_username,inspected_username,packed_username,shipped_username,held_username,cancelled_username,refunded_username,confirmed_username,printed_at,inspected_at,packed_at,shipped_at,delivered_at,returned_at,cancelled_at,refunded_at,held_at,confirmed_at,held_reason
963,963,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-20 00:51:00,,,,,2023-01-12 11:20:33,
964,964,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-20 09:01:00,,,,,2023-01-12 11:20:33,
965,965,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
966,966,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
967,967,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-22 19:35:00,,,,,2023-01-12 11:20:33,
968,968,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
969,969,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-16 04:55:00,,,,,2023-01-12 11:21:02,
970,970,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
971,971,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-14 23:09:00,,,,,2023-01-12 11:21:02,
972,972,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:10:38,2023-01-09 13:11:16,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-21 17:01:00,,,,,2023-01-12 11:21:02,
973,973,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-16 01:41:00,,,,,2023-01-12 11:21:02,
974,974,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-14 17:44:00,,,,,2023-01-12 11:21:02,
975,975,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-14 16:38:00,,,,,2023-01-12 11:21:02,
976,976,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
977,977,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-21 16:04:00,,,,,2023-01-12 11:21:02,
978,978,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
979,979,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-16 08:46:00,,,,,2023-01-12 11:21:02,
980,980,chloe93(12810),chloe93(12810),chloe93(12810),,,,,chloe93(12810),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2023-01-11 06:27:43,,,,,2023-01-11 06:27:43,
981,981,chloe93(12810),chloe93(12810),chloe93(12810),,,,,chloe93(12810),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,2023-01-10 04:45:38,,2023-01-10 02:49:37,
982,982,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,2023-01-10 04:45:38,,,
983,983,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-22 18:30:00,,,,,2023-01-12 11:21:02,
984,984,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-14 17:00:00,,,,,2023-01-12 11:21:02,
985,985,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
986,986,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
987,987,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-14 17:35:00,,,,,2023-01-12 11:21:02,
988,988,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
989,989,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,,,,,,,
990,990,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:33:47,2023-01-10 02:21:02,2022-12-20 12:22:00,,,,,2023-01-12 11:21:02,
991,991,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:35:30,2023-01-10 02:21:02,,,,,,,
992,992,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:35:30,2023-01-10 02:21:02,,,,,,,
993,993,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:35:30,2023-01-10 02:21:02,2022-12-22 00:09:00,,,,,2023-01-12 11:21:02,
994,994,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:35:30,2023-01-10 02:21:02,2023-01-06 15:01:00,,,,,2023-01-12 11:21:02,
995,995,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:35:30,2023-01-10 02:21:02,2022-12-15 22:18:00,,,,,2023-01-12 11:21:31,
996,996,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-09 13:23:12,2023-01-09 13:23:30,2023-01-09 13:35:30,2023-01-10 02:21:02,,,,,,,
997,997,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:26:37,2023-01-09 13:26:50,2023-01-09 13:35:30,2023-01-10 02:21:02,2022-12-20 03:24:00,,,,,2023-01-12 11:21:31,
998,998,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2023-01-09 13:27:32,2023-01-09 13:28:22,2023-01-09 13:35:30,2023-01-10 02:21:02,2022-12-19 18:06:00,,,,,2023-01-12 11:21:31,
999,999,chloe93(12810),chloe93(12810),chloe93(12810),,,,,masonchoi(66367),2023-01-09 13:27:32,2023-01-09 13:28:22,2023-01-09 13:35:30,2023-01-10 02:21:02,2022-12-22 22:44:00,,,,,2023-01-10 02:55:58,
1000,1000,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-11 02:48:16,2023-01-11 02:48:48,2023-01-11 02:48:48,2023-01-12 01:33:31,,,,,,,
1001,1001,Anj(37711),Anj(37711),Anj(37711),,chloe93(12810),,,,2023-01-11 04:56:09,2023-01-11 04:58:59,2023-01-11 05:00:25,,,,,2023-01-11 05:04:59,2023-01-30 09:58:09,,others
1002,1002,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1003,1003,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-11 06:19:45,2023-01-11 06:20:03,2023-01-11 06:20:03,2023-01-12 01:33:31,,,,,,,
1004,1004,ming(835),ming(835),ming(835),,,,,,2023-01-11 07:15:37,2023-01-11 07:15:45,2023-01-11 07:15:45,2023-01-12 01:33:21,,,,,,,
1005,1005,Anj(37711),Anj(37711),Anj(37711),,chloe93(12810),,,,2023-01-16 10:19:41,2023-01-16 10:20:35,2023-01-16 10:21:08,,,,2023-01-11 05:58:46,,2023-01-30 09:58:57,,refund
1006,1006,Chris7(18082),,,,,,,,2023-11-14 07:26:57,,,,,,,,,,
1025,1025,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-11 06:19:45,2023-01-11 06:20:03,2023-01-11 06:20:03,2023-01-12 01:33:31,,,,,,,
1026,1026,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-11 06:19:45,2023-01-11 06:20:03,2023-01-11 06:20:03,2023-01-12 01:33:31,,,,,,,
1027,1027,Anj(37711),kay_(65298),kay_(65298),,,,,,2023-01-11 06:12:36,2023-02-21 08:23:55,2023-02-21 08:25:08,2023-02-27 07:02:10,,,,,,,
1028,1028,Anj(37711),kay_(65298),chloe93(12810),,,,,,2023-01-11 06:27:35,2023-02-21 08:26:37,2023-02-21 08:29:43,2023-02-27 07:02:10,,,,,,,
1029,1029,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-11 06:22:21,2023-01-11 06:22:56,2023-01-11 06:22:56,2023-01-12 01:33:31,,,,,,,
1030,1030,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-11 06:22:21,2023-01-11 06:22:56,2023-01-11 06:22:56,2023-01-12 01:33:31,,,,,,,
1031,1031,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-11 06:22:21,2023-01-11 06:22:56,2023-01-11 06:22:56,2023-01-12 01:33:31,,,,,,,
1032,1032,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-11 06:47:47,2023-01-12 04:48:33,2023-01-12 04:49:23,2023-01-12 04:52:32,,,,,,,
1045,1045,masonchoi(66367),,,,,,,Chris7(18082),2023-04-18 05:11:06,,,,2023-01-11 07:46:58,,,,,2023-01-11 07:46:58,
1046,1046,chloe93(12810),ming(835),ming(835),,,,,,2023-01-31 01:37:17,2023-01-11 07:48:43,2023-05-22 06:20:31,2023-05-22 06:25:18,,,,,,,
1047,1047,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-30 10:01:38,2023-01-30 10:03:37,2023-01-30 10:07:31,2023-01-30 10:10:20,,,2023-01-12 04:38:08,,,,
1048,1048,kay_(65298),Bern(25814),Bern(25814),,,,,,2023-02-21 08:23:32,2023-02-22 08:11:04,2023-02-22 08:11:04,2023-02-27 07:02:10,,,2023-01-12 06:19:22,,,,
1049,1049,,,,,,,,,,,,,,,,,,,
1050,1050,,,,,,,,,,,,,,,,,,,
1051,1051,,,,,,,,,,,,,,,,,,,
1052,1052,,,,,,,,,,,,,,,,,,,
1053,1053,,,,,,,,,,,,,,,,,,,
1054,1054,,,,,,,,,,,,,,,,,,,
1055,1055,,,,,,,,,,,,,,,,,,,
1056,1056,,,,,,,,,,,,,,,,,,,
1057,1057,,,,,,,,,,,,,,,,,,,
1058,1058,,,,,,,,,,,,,,,,,,,
1059,1059,,,,,,,,,,,,,,,,,,,
1060,1060,,,,,,,,,,,,,,,,,,,
1061,1061,,,,,,,,,,,,,,,,,,,
1062,1062,,,,,,,,,,,,,,,,,,,
1063,1063,,,,,,,,,,,,,,,,,,,
1064,1064,,,,,,,,,,,,,,,,,,,
1065,1065,,,,,,,,,,,,,,,,,,,
1066,1066,,,,,,,,,,,,,,,,,,,
1067,1067,,,,,,,,,,,,,,,,,,,
1068,1068,,,,,,,,,,,,,,,,,,,
1069,1069,,,,,,,,,,,,,,,,,,,
1070,1070,,,,,,,,,,,,,,,,,,,
1071,1071,kay_(65298),kay_(65298),kay_(65298),,,,,,2023-02-08 02:49:58,2023-02-08 02:50:40,2023-02-08 02:50:40,2023-02-27 07:02:10,,,,,,,
1072,1072,kay_(65298),kay_(65298),kay_(65298),,,,,,2023-02-06 05:52:33,2023-02-06 05:52:49,2023-02-06 05:52:49,2023-02-27 08:38:49,,,,,,,
1073,1073,kay_(65298),kay_(65298),kay_(65298),,,,,,2023-02-08 02:49:58,2023-02-08 02:50:44,2023-02-08 02:50:44,2023-02-27 07:02:10,,,,,,,
1074,1074,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1075,1075,,,,,,,,,,,,,,,,,,,
1076,1076,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-02-22 05:36:21,2023-02-22 05:36:29,2023-02-22 05:36:29,2023-04-17 06:55:49,,,,,,,
1077,1077,kay_(65298),kay_(65298),kay_(65298),,,,,,2023-02-08 02:49:58,2023-02-08 02:50:48,2023-02-08 02:50:48,2023-02-27 07:02:10,,,,,,,
1078,1078,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-13 08:21:15,2023-01-13 08:52:51,2023-01-13 08:53:22,2023-01-13 08:54:33,,,2023-01-13 08:20:45,,,,
1079,1079,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-12 11:24:22,2023-01-13 07:48:12,2023-01-13 07:48:26,2023-01-13 07:49:38,,2023-03-08 08:12:19,,,,,
1080,1080,chloe93(12810),ming(835),chloe93(12810),,,,,,2023-01-18 02:02:09,2023-01-25 08:10:19,2023-01-27 00:39:03,2023-01-30 09:34:32,,,,,,,
1081,1081,Chris7(18082),,,,,,,,2023-11-14 07:26:57,,,,,,,,,,sold_out
1082,1082,chloe93(12810),chloe93(12810),,,chloe93(12810),,,,2023-01-30 10:01:35,2023-01-30 10:03:54,,,,,2023-01-13 07:55:14,,2023-01-30 10:04:21,,refund
1083,1083,,,,,ming(835),,,,,,,,,,2023-01-13 07:55:14,,2023-03-13 23:51:19,,others
1084,1084,Sun Kim(76203),,,,,,,,2023-11-18 15:25:46,,,,,,2023-01-13 07:55:14,,,,
1085,1085,chloe93(12810),kay_(65298),kay_(65298),,ming(835),,,,2023-02-09 02:46:17,2023-02-16 08:26:31,2023-02-16 08:26:31,,,,,,2023-03-13 23:52:09,,refund
1086,1086,,,,,,,,,,,,,,,,,,,
1087,1087,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-02-21 08:59:19,2023-02-21 08:59:46,2023-02-21 08:59:46,2023-02-27 08:38:49,,,,,,,
1088,1088,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-16 10:09:48,2023-01-16 10:10:03,2023-01-16 10:10:34,2023-01-16 10:11:11,2022-12-08 01:44:00,,,,,,
1089,1089,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-13 06:33:27,2023-01-13 06:34:06,2023-01-13 06:37:52,2023-01-13 06:39:40,,2023-03-08 09:47:33,,2023-01-13 06:45:13,,,
1090,1090,kay_(65298),,,,chloe93(12810),,,,2023-02-16 09:15:18,,,,,,2023-01-13 07:24:18,,2023-02-21 09:01:15,,refund
1091,1091,Anj(37711),Anj(37711),Anj(37711),,Anj(37711),,,,2023-01-13 07:18:29,2023-01-13 07:18:42,2023-01-13 07:18:56,2023-01-13 07:28:04,,,,2023-01-13 08:04:15,2023-01-13 07:19:11,,refund
1092,1092,,,,,,,,,,,,,,,,,,,
1093,1093,,,,,,,,,,,,,,,,,,,
1094,1094,,,,,,,,,,,,,,,,,,,
1095,1095,,,,,,,,,,,,,,,,,,,
1096,1096,,,,,,,,,,,,,,,,,,,
1097,1097,,,,,,,,,,,,,,,,,,,
1098,1098,,,,,,,,,,,,,,,,,,,
1099,1099,,,,,,,,,,,,,,,,,,,
1100,1100,chloe93(12810),Bern(25814),Bern(25814),,,,,,2023-02-09 02:46:17,2023-02-16 07:53:01,2023-02-16 07:53:01,2023-02-27 07:02:10,,,,,,,
1101,1101,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-13 08:59:43,2023-01-13 09:00:32,2023-01-13 09:00:57,2023-01-13 09:02:43,,,,2023-01-13 09:00:24,,,
1102,1102,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-13 09:30:19,2023-01-13 09:32:07,2023-01-13 09:32:23,2023-01-13 09:33:10,2022-12-11 17:42:00,,,2023-01-13 09:31:53,,,
1103,1103,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-13 09:36:52,2023-01-13 09:37:06,2023-01-13 09:37:22,2023-01-13 10:14:30,,,,,,,
1104,1104,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-13 18:41:37,2023-01-13 18:41:39,2023-01-13 18:41:40,2023-01-13 18:42:16,,,,2023-01-13 09:56:07,,,
1105,1105,kay_(65298),kay_(65298),,,,,,,2023-02-03 05:56:51,2023-02-03 05:57:04,,,,,2023-01-13 09:58:39,,,,
1106,1106,chloe93(12810),Anj(37711),,,,,,,2023-02-09 02:46:17,2023-02-23 15:32:38,,,,,,,,,
1107,1107,,,,,,,,,,,,2023-01-16 04:25:03,,,,,,,
1108,1108,,,,,,,,,,,,2023-01-16 04:25:03,,,,,,,
1109,1109,,,,,,,,,,,,2023-01-16 04:25:03,,,,,,,
1110,1110,,,,,,,,,,,,2023-01-16 04:25:03,,,,,,,
1111,1111,,,,,,,,,,,,2023-01-16 04:25:03,,,,,,,
1112,1112,ming(835),ming(835),ming(835),,,,,,2023-01-16 06:34:41,2023-01-16 06:35:13,2023-01-17 02:15:28,2023-01-17 06:54:58,,,,,,,
1113,1113,,,,,,,,,,,,,,,2023-01-16 07:29:54,,,,
1114,1114,,,,,,,,,,,,,,,2023-01-16 07:28:17,,,,
1115,1115,,,,,,,,,,,,,,,2023-01-16 07:29:54,,,,
1116,1116,,,,,,,,,,,,,,,2023-01-16 07:29:54,,,,
1117,1117,,,,,,,,,,,,,,,2023-01-16 07:29:54,,,,
1118,1118,,,,,,,,,,,,,,,,,,,
1119,1119,,,,,,,,,,,,,,,,,,,
1120,1120,,,,,,,,,,,,,,,,,,,
1121,1121,,,,,,,,,,,,,,,,,,,
1122,1122,,,,,,,,,,,,,,,,,,,
1123,1123,,,,,,,,,,,,,,,2023-01-16 07:52:07,,,,
1124,1124,,,,,,,,,,,,,,,2023-01-16 07:52:07,,,,
1125,1125,,,,,,,,,,,,,,,2023-01-16 07:59:47,,,,
1126,1126,,,,,,,,,,,,,,,2023-01-16 07:59:47,,,,
1127,1127,,,,,,,,,,,,,,,2023-01-16 07:59:47,,,,
1128,1128,,,,,,,,,,,,,,,,,,,
1129,1129,,,,,,,,,,,,,,,,,,,
1130,1130,,,,,,,,,,,,,,,,,,,
1131,1131,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,2023-01-16 08:09:10,,,,
1132,1132,Sun Kim(76203),,,,,,,,2023-11-18 15:19:48,,,,,,2023-01-16 08:09:50,,,,
1133,1133,masonchoi(66367),,,,,,,,2023-04-18 05:15:30,,,,,,2023-01-16 08:09:50,,,,
1134,1134,masonchoi(66367),,,,,,,,2023-04-18 05:15:30,,,,,,2023-01-16 08:09:50,,,,
1135,1135,,,,,,,,,,,,,,,2023-01-16 08:09:50,,,,
1136,1136,,,,,,,,,,,,,,,,,,,
1137,1137,,,,,,,,,,,,,,,,,,,
1138,1138,kay_(65298),,,,,,,,2023-02-07 12:59:07,,,,,,,,,,
1139,1139,,,,,,,,,,,,,,,2023-01-16 08:18:48,,,,
1140,1140,,,,,,,,,,,,,,,,,,,
1141,1141,,,,,,,,,,,,,,,2023-01-16 08:21:52,,,,
1142,1142,,,,,,,,,,,,,,,,,,,
1143,1143,,,,,,,,,,,,,,,2023-01-16 08:44:41,,,,
1144,1144,,,,,,,,,,,,,,,,,,,
1145,1145,,,,,,,,,,,,,,,2023-01-16 08:52:59,,,,
1146,1146,,,,,,,,,,,,,,,,,,,
1147,1147,,,,,,,,,,,,,,,2023-01-16 08:58:44,,,,
1148,1148,,,,,,,,,,,,,,,,,,,
1149,1149,,,,,,,,,,,,,,,2023-01-16 09:00:43,,,,
1150,1150,,,,,,,,,,,,,,,,,,,
1151,1151,kay_(65298),,,,,,,,2023-02-07 12:59:07,,,,,,2023-01-16 09:04:40,,,,
1152,1152,,kay_(65298),chris,,,,,,,2023-01-02 11:37:37,2023-01-02 11:37:37,2023-01-17 08:00:03,2023-01-14 19:56:00,,,,,,
1153,1153,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-01-16 10:26:55,2023-01-16 10:30:43,2023-01-16 10:31:07,2023-01-16 10:32:03,,,,,,,
1154,1154,chloe93(12810),,,,chloe93(12810),,,,2023-01-17 05:34:01,,,,,,,2023-01-17 05:29:27,2023-01-17 05:29:36,,refund
1155,1155,chloe93(12810),,,,chloe93(12810),,,,2023-01-17 05:34:01,,,,,,,2023-01-17 05:29:27,2023-01-17 05:29:41,,refund
1156,1156,chloe93(12810),kay_(65298),kay_(65298),,,,,,2023-01-17 05:45:33,2023-02-17 05:56:32,2023-02-17 05:56:32,2023-02-27 08:38:49,,,,2023-01-17 05:45:07,,,
1157,1157,chloe93(12810),kay_(65298),kay_(65298),,,,,,2023-01-17 05:45:33,2023-02-17 05:56:32,2023-02-17 05:56:32,2023-02-27 08:38:49,,,,2023-01-17 05:45:07,,,
1158,1158,Anj(37711),Anj(37711),chloe93(12810),,chloe93(12810),,,,2023-01-17 07:18:42,2023-01-17 07:19:25,2023-01-30 07:17:36,,,,,2023-01-17 07:20:22,2023-01-30 09:36:18,,sold_out
1159,1159,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1160,1160,Sun Kim(76203),,,,,,,,2023-11-19 07:50:26,,,,,,,2023-01-17 10:15:14,,,
1161,1161,,,,,,,,,,,,,,,,,,,
1162,1162,Sun Kim(76203),,,,,,,,2023-12-26 04:16:49,,,,,,,,,,
1163,1163,kay_(65298),kay_(65298),kay_(65298),,,,,,2023-01-17 09:04:16,2023-01-17 10:09:09,2023-01-17 10:35:20,2023-01-17 10:35:35,,,,,,,
1164,1164,chloe93(12810),chloe93(12810),,,,,,,2023-01-18 02:01:24,2023-01-18 02:11:43,,,,,,,,,
1165,1165,,,,,Anj(37711),,,,,,,,,,,,2023-02-01 05:27:21,,sold_out
1166,1166,Anj(37711),chloe93(12810),,,Anj(37711),,,,2023-02-01 05:40:53,2023-01-18 02:24:54,,,,,,,2023-02-01 05:29:51,,refund
1167,1167,,,,,,,,,,,,2023-01-17 11:37:27,,,,,,,
1168,1168,,,,,,,,,,,,2023-01-17 11:37:27,,,,,,,
1169,1169,,,,,,,,,,,,2023-01-17 11:39:43,,,,,,,
1170,1170,,,,,,,,,,,,2023-01-17 11:39:43,,,,,,,
1171,1171,,,,,,,,,,,,2023-01-17 11:39:43,,,,,,,
1172,1172,,,,,,,,,,,,2023-01-17 11:43:12,,,,,,,
1173,1173,,,,,,,,,,,,2023-01-17 11:43:12,,,,,,,
1174,1174,,,,,,,,,,,,2023-01-17 11:43:12,,,,,,,
1175,1175,,,,,,,,,,,,2023-01-17 11:58:35,,,,,,,
1176,1176,,,,,,,,,,,,2023-01-17 11:58:35,,,,,,,
1177,1177,,,,,,,,,,,,2023-01-17 11:58:35,,,,,,,
1178,1178,,,,,,,,,,,,2023-01-17 11:58:35,,,,,,,
1179,1179,,,,,,,,,,,,2023-01-17 12:11:15,,,,,,,
1180,1180,,,,,,,,,,,,2023-01-17 12:11:15,,,,,,,
1181,1181,,,,,,,,,,,,2023-01-17 12:11:15,,,,,,,
1182,1182,,,,,,,,,,,,2023-01-17 12:11:15,,,,,,,
1183,1183,,,,,,,,,,,,2023-01-17 12:11:15,,,,,,,
1184,1184,,,,,,,,,,,,2023-01-17 12:12:59,,,,,,,
1185,1185,,,,,,,,,,,,2023-01-17 12:12:59,,,,,,,
1186,1186,,,,,,,,,,,,,,,,,,,
1187,1187,,,,,,,,,,,,,,,,,,,
1188,1188,,,,,,,,,,,,,,,,,,,
1189,1189,,,,,,,,,,,,,,,,,,,
1190,1190,masonchoi(66367),,,,,,,,2023-04-18 05:14:34,,,,,,,,,,
1191,1191,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1192,1192,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1193,1193,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1194,1194,,,,,Anj(37711),,,,,,,,,,,,2023-02-01 06:00:23,,sold_out
1195,1195,chloe93(12810),chloe93(12810),,,,,,,2023-01-18 02:23:21,2023-01-18 02:23:34,,,,,,,,,
1196,1196,,,,,,,,,,,,,,,,,,,
1197,1197,,,,,,,,,,,,,,,,,,,
1198,1198,,,,,,,,,,,,,,,,,,,
1199,1199,,,,,,,,,,,,,,,,,,,
1200,1200,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1201,1201,,,,,,,,,,,,,,,,,,,
1202,1202,chloe93(12810),chloe93(12810),,,,,,,2023-01-18 02:22:44,2023-01-18 02:23:08,,,,,,,,,
1203,1203,,,,,,,,,,,,,,,,,,,
1204,1204,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-02-22 05:42:04,2023-02-22 05:38:55,2023-02-22 05:38:55,2023-02-27 07:02:10,2022-12-21 09:40:00,,,,,,
1205,1205,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-18 02:22:06,2023-01-18 02:22:28,2023-01-27 08:25:41,2023-01-30 09:34:32,,2023-03-08 08:05:36,,,,,
1206,1206,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1207,1207,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1208,1208,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1209,1209,masonchoi(66367),,,,,,,,2023-04-18 05:11:06,,,,,,,,,,
1210,1210,,,,,,,,,,,,,,,,,,,
1211,1211,,,,,,,,,,,,,,,,,,,
1212,1212,,,,,,,,,,,,,,,,,,,
1213,1213,,,,,,,,,,,,,,,,,,,
1214,1214,,,,,,,,,,,,,,,,,,,
1215,1215,,,,,,,,,,,,,,,,,,,
1216,1216,,,,,,,,,,,,,,,,,,,
1217,1217,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1218,1218,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1219,1219,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1220,1220,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1221,1221,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1222,1222,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1223,1223,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1224,1224,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1225,1225,,,,,,,,,,,,2023-01-18 07:19:08,,,,,,,
1226,1226,,,,,,,,,,,,2023-01-18 07:23:09,,,,,,,
